,id_cliente,Churn,cliente.genero,cliente.idoso,cliente.parceiro,cliente.dependentes,cliente.tempo_servico,telefone.servico_telefone,telefone.varias_linhas,internet.servico_internet,internet.seguranca_online,internet.backup_online,internet.protecao_dispositivo,internet.suporte_tecnico,internet.tv_streaming,internet.filmes_streaming,conta.contrato,conta.faturamente_eletronico,conta.metodo_pagamento,conta.cobranca.mensal,conta.cobranca.Total
2915,4183-WCSEP,sim,masculino,0,nao,nao,31.0,sim,nao,fibra otica,nao,sim,nao,sim,nao,nao,mes a mes,sim,cheque eletronico,78.45,2435.15
2916,4184-TJFAN,sim,feminino,1,sim,sim,3.0,sim,nao,fibra otica,sim,nao,nao,sim,sim,nao,mes a mes,sim,cheque pelo correio,88.3,273.75
2917,4184-VODJZ,nao,masculino,0,sim,sim,63.0,sim,sim,fibra otica,nao,sim,nao,nao,nao,sim,um ano,sim,cheque eletronico,91.35,5764.7
2918,4186-ZBUEW,nao,feminino,0,nao,nao,36.0,sim,sim,DSL,nao,sim,nao,sim,nao,sim,um ano,sim,cheque pelo correio,70.7,2511.95
2919,4187-CINZD,sim,feminino,1,nao,nao,46.0,sim,nao,fibra otica,nao,sim,nao,nao,sim,sim,um ano,nao,cartao de credito (automatico),95.25,4424.2
2920,4188-FRABG,nao,masculino,0,sim,nao,57.0,sim,sim,fibra otica,sim,sim,sim,sim,sim,nao,mes a mes,sim,cheque eletronico,103.05,5925.75
2921,4188-PCPIG,nao,feminino,0,sim,nao,57.0,sim,nao,DSL,sim,sim,nao,sim,sim,nao,dois anos,sim,cartao de credito (automatico),70.35,4124.65
2922,4189-NAKJS,nao,masculino,0,nao,nao,26.0,sim,sim,DSL,nao,nao,nao,nao,nao,nao,um ano,sim,cartao de credito (automatico),51.55,1295.4
2923,4190-MFLUW,sim,feminino,0,sim,sim,10.0,sim,nao,DSL,nao,nao,sim,sim,nao,nao,mes a mes,nao,cartao de credito (automatico),55.2,528.35
2924,4191-XOVOM,nao,masculino,0,nao,nao,63.0,sim,sim,fibra otica,nao,sim,nao,sim,sim,sim,mes a mes,nao,cheque eletronico,105.4,6713.2
2925,4192-GORJT,sim,masculino,0,sim,nao,5.0,sim,nao,fibra otica,nao,nao,sim,nao,sim,sim,mes a mes,sim,cheque eletronico,94.45,498.1
2926,4193-IBKSW,nao,masculino,0,sim,sim,72.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,transferencia bancaria (automatica),24.75,1769.6
2927,4193-ORFCL,sim,feminino,1,nao,nao,1.0,sim,nao,DSL,nao,nao,nao,nao,nao,nao,mes a mes,nao,cheque pelo correio,45.1,45.1
2928,4194-FJARJ,nao,feminino,0,sim,sim,54.0,sim,sim,DSL,sim,nao,nao,sim,nao,nao,dois anos,nao,transferencia bancaria (automatica),60.0,3273.95
2929,4194-WHFCB,nao,feminino,0,sim,sim,59.0,sim,sim,fibra otica,nao,sim,nao,sim,nao,sim,mes a mes,sim,transferencia bancaria (automatica),96.65,5580.8
2930,4195-NZGTA,nao,feminino,0,nao,nao,1.0,nao,sem servico de telefone,DSL,nao,nao,nao,nao,nao,nao,mes a mes,nao,cheque eletronico,25.25,25.25
2931,4195-PNGZS,nao,masculino,0,sim,sim,69.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,transferencia bancaria (automatica),24.45,1718.2
2932,4195-SMMNX,sim,masculino,0,nao,nao,2.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cheque pelo correio,20.35,33.2
2933,4198-VFOEA,nao,feminino,0,nao,nao,12.0,nao,sem servico de telefone,DSL,sim,nao,nao,sim,nao,nao,um ano,sim,cheque pelo correio,33.6,435.45
2934,4199-QHJNM,nao,masculino,1,sim,nao,67.0,sim,sim,fibra otica,nao,sim,nao,sim,sim,sim,dois anos,nao,transferencia bancaria (automatica),102.9,6989.7
2935,4201-JMNGR,sim,feminino,1,nao,nao,1.0,sim,nao,DSL,sim,nao,sim,nao,nao,nao,mes a mes,sim,cheque eletronico,55.8,55.8
2936,4203-QGNZA,nao,feminino,0,nao,sim,28.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cheque pelo correio,20.25,535.35
2937,4208-UFFGW,sim,masculino,1,nao,nao,2.0,sim,nao,DSL,nao,nao,nao,nao,nao,nao,mes a mes,nao,cheque pelo correio,44.95,85.15
2938,4210-QFJMF,sim,feminino,0,nao,nao,4.0,sim,nao,fibra otica,nao,nao,nao,nao,nao,sim,mes a mes,sim,cheque eletronico,79.15,317.25
2939,4211-MMAZN,sim,masculino,0,nao,nao,1.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cheque pelo correio,20.25,20.25
2940,4213-HKBJO,nao,feminino,0,nao,nao,33.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,cartao de credito (automatico),25.7,826.1
2941,4220-TINQT,nao,feminino,0,sim,nao,61.0,sim,sim,fibra otica,nao,nao,sim,sim,sim,sim,mes a mes,sim,cheque eletronico,106.35,6751.35
2942,4223-BKEOR,nao,feminino,0,nao,sim,21.0,sim,nao,DSL,sim,nao,sim,nao,nao,sim,um ano,nao,cheque pelo correio,64.85,1336.8
2943,4223-WOZCM,nao,masculino,1,nao,nao,2.0,sim,nao,DSL,nao,nao,sim,nao,nao,nao,mes a mes,nao,cheque pelo correio,49.95,107.1
2944,4226-KKDON,nao,masculino,0,nao,nao,8.0,sim,nao,DSL,nao,sim,nao,sim,sim,nao,mes a mes,sim,cheque eletronico,66.65,520.95
2945,4227-OJHAL,nao,feminino,0,sim,sim,68.0,sim,sim,DSL,sim,sim,sim,nao,sim,nao,um ano,sim,cartao de credito (automatico),73.0,5163.0
2946,4228-ZGYUW,sim,masculino,0,nao,nao,4.0,sim,sim,fibra otica,nao,sim,nao,nao,nao,sim,mes a mes,sim,cheque eletronico,90.05,368.1
2947,4229-CZMLL,sim,masculino,0,nao,nao,6.0,sim,sim,fibra otica,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,74.9,469.8
2948,4231-LZUYM,nao,feminino,0,sim,nao,72.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,transferencia bancaria (automatica),25.65,1887.0
2949,4232-JGKIY,nao,masculino,0,nao,nao,1.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cheque eletronico,19.2,19.2
2950,4234-XTNEA,nao,masculino,0,nao,nao,2.0,sim,nao,fibra otica,nao,nao,nao,nao,sim,nao,mes a mes,sim,cheque eletronico,79.95,174.45
2951,4236-UJPWO,nao,feminino,0,nao,nao,2.0,nao,sem servico de telefone,DSL,nao,nao,nao,nao,nao,nao,mes a mes,nao,cheque eletronico,24.5,46.4
2952,4236-XPXAV,sim,feminino,0,sim,sim,5.0,sim,nao,fibra otica,nao,sim,nao,sim,sim,sim,mes a mes,sim,cheque pelo correio,99.15,465.05
2953,4237-CLSMM,nao,masculino,0,sim,nao,2.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cheque pelo correio,20.0,38.0
2954,4237-RLAQD,sim,masculino,0,nao,nao,1.0,sim,nao,DSL,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque pelo correio,45.85,45.85
2955,4238-HFHSN,nao,masculino,1,sim,nao,61.0,sim,sim,fibra otica,nao,sim,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,82.15,4904.85
2956,4238-JSSWH,nao,feminino,1,sim,nao,35.0,sim,sim,fibra otica,nao,nao,sim,nao,sim,sim,mes a mes,nao,transferencia bancaria (automatica),102.05,3452.55
2957,4248-HCETZ,sim,masculino,1,sim,nao,30.0,sim,nao,fibra otica,nao,sim,sim,nao,nao,nao,mes a mes,sim,cheque pelo correio,79.65,2365.15
2958,4248-QPAVC,sim,feminino,1,sim,nao,17.0,sim,sim,fibra otica,sim,nao,sim,nao,nao,nao,mes a mes,sim,transferencia bancaria (automatica),85.35,1463.45
2959,4250-FDVOU,sim,feminino,0,nao,nao,6.0,sim,nao,DSL,sim,sim,nao,nao,nao,nao,mes a mes,nao,cheque eletronico,56.25,389.1
2960,4250-WAROZ,nao,masculino,1,sim,sim,60.0,sim,sim,fibra otica,sim,sim,nao,nao,nao,sim,mes a mes,sim,cheque eletronico,93.25,5774.55
2961,4250-ZBWLV,sim,masculino,0,nao,nao,68.0,sim,sim,fibra otica,nao,sim,sim,sim,sim,sim,um ano,nao,cheque eletronico,108.45,7176.55
2962,4254-QPEDE,nao,feminino,0,sim,nao,52.0,nao,sem servico de telefone,DSL,sim,sim,sim,sim,sim,sim,dois anos,nao,cartao de credito (automatico),66.25,3330.1
2963,4255-DDUOU,sim,feminino,0,sim,sim,1.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,sim,cheque pelo correio,20.5,20.5
2964,4256-ZWTZI,nao,feminino,0,nao,sim,5.0,sim,nao,DSL,nao,nao,nao,sim,nao,nao,mes a mes,sim,cheque pelo correio,51.0,286.8
2965,4257-GAESD,nao,feminino,0,nao,nao,6.0,nao,sem servico de telefone,DSL,nao,nao,nao,nao,sim,sim,mes a mes,nao,cartao de credito (automatico),45.0,298.7
2966,4273-MBHYA,nao,feminino,0,nao,sim,1.0,sim,nao,fibra otica,nao,nao,nao,nao,sim,sim,mes a mes,sim,cheque eletronico,89.35,89.35
2967,4274-DRSQT,nao,feminino,0,nao,nao,66.0,sim,sim,fibra otica,nao,sim,nao,nao,sim,nao,um ano,sim,transferencia bancaria (automatica),88.9,6000.1
2968,4274-OWWYO,sim,masculino,0,nao,nao,1.0,sim,nao,fibra otica,nao,sim,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,74.35,74.35
2969,4277-BWBML,nao,masculino,0,sim,sim,72.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,transferencia bancaria (automatica),19.95,1322.85
2970,4277-PVRAN,sim,feminino,0,nao,nao,8.0,sim,nao,fibra otica,nao,nao,nao,nao,sim,nao,mes a mes,sim,transferencia bancaria (automatica),80.1,679.3
2971,4277-UDIEF,nao,masculino,0,sim,sim,24.0,sim,sim,DSL,sim,nao,nao,sim,sim,sim,mes a mes,nao,transferencia bancaria (automatica),81.0,1923.85
2972,4280-DLSHD,nao,masculino,0,sim,nao,8.0,sim,nao,DSL,nao,sim,sim,nao,nao,nao,mes a mes,sim,cheque pelo correio,54.75,445.85
2973,4282-ACRXS,nao,masculino,1,sim,nao,38.0,nao,sem servico de telefone,DSL,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,24.85,955.75
2974,4282-MSACW,nao,masculino,0,nao,nao,68.0,sim,sim,fibra otica,sim,sim,sim,sim,sim,sim,um ano,sim,cartao de credito (automatico),117.2,8035.95
2975,4282-YMKNA,sim,feminino,0,nao,nao,9.0,sim,sim,fibra otica,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,74.75,706.6
2976,4283-FUTGF,sim,masculino,1,nao,nao,19.0,sim,sim,fibra otica,nao,nao,sim,nao,nao,nao,mes a mes,sim,cheque eletronico,79.85,1471.75
2977,4283-IVYCI,nao,masculino,0,nao,nao,9.0,sim,nao,DSL,sim,nao,nao,sim,nao,sim,mes a mes,nao,cheque pelo correio,64.95,547.8
2978,4285-GYRQC,sim,feminino,0,sim,nao,7.0,sim,nao,fibra otica,nao,nao,sim,nao,sim,nao,mes a mes,sim,cheque eletronico,86.25,587.1
2979,4289-DTDKW,sim,masculino,0,sim,nao,40.0,sim,sim,fibra otica,nao,sim,nao,nao,sim,sim,mes a mes,sim,cheque eletronico,101.3,4113.1
2980,4290-BSXUX,sim,masculino,0,sim,nao,3.0,sim,sim,fibra otica,nao,nao,nao,sim,nao,nao,mes a mes,sim,transferencia bancaria (automatica),79.65,251.75
2981,4291-HPAXL,nao,masculino,0,nao,sim,1.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cheque pelo correio,19.85,19.85
2982,4291-HYEBC,nao,feminino,1,sim,sim,28.0,nao,sem servico de telefone,DSL,nao,sim,nao,nao,nao,sim,um ano,sim,cheque eletronico,39.1,1096.6
2983,4291-SHSBH,nao,masculino,0,nao,nao,7.0,sim,nao,fibra otica,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,69.55,521.35
2984,4291-TPNFG,nao,masculino,0,sim,nao,72.0,sim,sim,DSL,sim,sim,sim,sim,nao,sim,dois anos,sim,transferencia bancaria (automatica),82.3,5980.55
2985,4291-YZODP,nao,feminino,0,nao,sim,7.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,um ano,nao,cheque pelo correio,20.05,96.8
2986,4293-ETKAP,nao,feminino,0,sim,sim,65.0,sim,sim,DSL,nao,sim,nao,sim,sim,sim,dois anos,sim,transferencia bancaria (automatica),79.4,5071.9
2987,4295-YURET,nao,feminino,1,sim,sim,56.0,sim,nao,DSL,sim,nao,nao,sim,sim,sim,dois anos,sim,cartao de credito (automatico),72.6,4084.35
2988,4298-OYIFC,nao,masculino,0,sim,nao,15.0,sim,sim,fibra otica,nao,nao,sim,sim,sim,sim,mes a mes,sim,cheque eletronico,103.45,1539.8
2989,4299-OPXEJ,nao,feminino,0,nao,nao,56.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,sim,transferencia bancaria (automatica),19.55,1080.55
2990,4299-SIMNS,nao,masculino,0,nao,nao,9.0,sim,sim,fibra otica,sim,nao,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,81.15,784.45
2991,4301-VVZKA,nao,masculino,0,sim,nao,16.0,sim,sim,fibra otica,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,75.4,1189.4
2992,4302-ZYFEL,nao,masculino,0,sim,sim,69.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,um ano,sim,cartao de credito (automatico),20.55,1403.1
2993,4304-TSPVK,nao,feminino,0,sim,nao,68.0,sim,sim,fibra otica,sim,sim,sim,sim,sim,sim,dois anos,nao,transferencia bancaria (automatica),114.9,7843.55
2994,4304-XumGI,nao,masculino,1,sim,sim,50.0,sim,sim,DSL,sim,sim,sim,nao,nao,sim,dois anos,sim,transferencia bancaria (automatica),75.15,3822.45
2995,4307-KTumW,sim,masculino,0,sim,nao,53.0,sim,sim,fibra otica,sim,nao,sim,nao,nao,sim,mes a mes,nao,cheque eletronico,93.9,5029.2
2996,4307-KWMXE,nao,masculino,0,nao,nao,10.0,nao,sem servico de telefone,DSL,nao,sim,nao,sim,nao,nao,mes a mes,nao,cheque eletronico,35.75,389.8
2997,4310-KEDTB,nao,feminino,0,nao,sim,26.0,nao,sem servico de telefone,DSL,nao,nao,sim,nao,nao,nao,mes a mes,sim,cheque pelo correio,29.8,786.5
2998,4311-QTTAI,nao,feminino,0,nao,nao,16.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,um ano,nao,cartao de credito (automatico),19.35,295.55
2999,4312-GVYNH,nao,feminino,0,sim,nao,70.0,nao,sem servico de telefone,DSL,sim,nao,sim,sim,nao,sim,dois anos,sim,transferencia bancaria (automatica),49.85,3370.2
3000,4312-KFRXN,nao,masculino,0,sim,nao,72.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,cheque pelo correio,25.4,1710.9
3001,4315-MURBD,sim,feminino,0,nao,nao,12.0,sim,nao,fibra otica,sim,nao,nao,sim,sim,sim,mes a mes,sim,transferencia bancaria (automatica),98.9,1120.95
3002,4316-XCSLJ,nao,masculino,0,nao,sim,17.0,sim,nao,DSL,sim,nao,nao,nao,nao,nao,mes a mes,sim,cheque pelo correio,50.3,846.8
3003,4317-VTEOA,sim,masculino,0,nao,nao,1.0,sim,nao,DSL,nao,sim,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,50.75,50.75
3004,4318-RAJVY,nao,feminino,0,nao,nao,10.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,um ano,sim,cheque pelo correio,19.8,198.25
3005,4320-QMLLA,nao,masculino,0,nao,nao,7.0,sim,nao,DSL,nao,nao,nao,nao,sim,nao,mes a mes,nao,cheque pelo correio,54.85,370.4
3006,4322-RCYMT,sim,masculino,0,sim,sim,68.0,sim,sim,DSL,nao,sim,sim,sim,nao,sim,um ano,sim,transferencia bancaria (automatica),75.8,5293.95
3007,4323-ELYYB,nao,masculino,0,sim,sim,13.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,um ano,nao,cheque pelo correio,20.0,218.55
3008,4323-OHFOW,nao,feminino,1,sim,nao,70.0,sim,sim,fibra otica,nao,sim,nao,sim,sim,sim,um ano,sim,transferencia bancaria (automatica),105.55,7195.35
3009,4323-SADQS,sim,masculino,0,sim,sim,7.0,nao,sem servico de telefone,DSL,sim,nao,nao,sim,nao,nao,mes a mes,sim,cheque eletronico,34.5,279.25
3010,4324-AHJKS,nao,feminino,0,nao,nao,5.0,sim,nao,DSL,sim,nao,sim,nao,nao,nao,mes a mes,nao,cartao de credito (automatico),55.8,300.4
3011,4324-BZCKL,nao,feminino,0,sim,sim,10.0,sim,nao,DSL,nao,sim,sim,nao,nao,nao,mes a mes,sim,cheque pelo correio,55.55,551.3
3012,4325-NFSKC,sim,masculino,1,nao,nao,19.0,sim,sim,fibra otica,sim,nao,nao,nao,sim,nao,mes a mes,sim,cheque eletronico,90.6,1660.0
3013,4328-VUFWD,nao,feminino,0,nao,nao,39.0,sim,nao,DSL,nao,nao,nao,sim,nao,sim,um ano,nao,cheque eletronico,59.3,2209.15
3014,4329-YPDDQ,nao,masculino,0,nao,nao,20.0,sim,nao,fibra otica,sim,sim,sim,sim,sim,sim,mes a mes,sim,transferencia bancaria (automatica),108.2,2203.7
3015,4332-MUOEZ,nao,masculino,1,sim,sim,20.0,sim,nao,fibra otica,sim,nao,sim,sim,nao,sim,um ano,nao,cartao de credito (automatico),94.3,1818.3
3016,4334-HOWRP,nao,masculino,1,sim,nao,72.0,nao,sem servico de telefone,DSL,sim,sim,sim,sim,sim,sim,dois anos,sim,cartao de credito (automatico),64.95,4546.0
3017,4335-BSMJS,nao,feminino,0,nao,nao,62.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,sim,cartao de credito (automatico),25.8,1563.95
3018,4335-UPJSI,nao,feminino,0,nao,sim,24.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,cheque pelo correio,19.75,498.1
3019,4338-EYCER,nao,masculino,0,sim,nao,21.0,sim,nao,DSL,nao,nao,nao,nao,sim,nao,mes a mes,nao,transferencia bancaria (automatica),54.6,1125.2
3020,4342-HENTK,sim,feminino,1,nao,nao,2.0,sim,nao,fibra otica,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,70.65,142.35
3021,4342-HFXWS,nao,feminino,0,sim,sim,48.0,sim,nao,DSL,sim,nao,sim,sim,sim,nao,um ano,nao,transferencia bancaria (automatica),69.7,3023.65
3022,4343-EJVQB,nao,masculino,0,nao,nao,7.0,sim,nao,fibra otica,sim,nao,nao,nao,nao,nao,mes a mes,nao,cheque pelo correio,74.35,533.6
3023,4349-GFQHK,sim,masculino,0,nao,nao,1.0,sim,sim,DSL,nao,nao,sim,nao,nao,nao,mes a mes,nao,cheque eletronico,54.35,54.35
3024,4350-ZTLPI,nao,feminino,0,sim,nao,53.0,sim,sim,fibra otica,nao,sim,sim,sim,sim,sim,um ano,sim,transferencia bancaria (automatica),108.95,5718.2
3025,4351-QLCSU,sim,feminino,0,nao,nao,1.0,sim,nao,DSL,nao,nao,nao,nao,sim,nao,mes a mes,sim,cartao de credito (automatico),55.0,55.0
3026,4353-HYOJD,nao,feminino,0,sim,sim,27.0,sim,nao,DSL,nao,sim,nao,nao,nao,nao,mes a mes,nao,cheque pelo correio,49.85,1336.15
3027,4355-CVPVS,nao,feminino,0,sim,sim,56.0,sim,nao,fibra otica,nao,nao,nao,nao,sim,sim,um ano,nao,transferencia bancaria (automatica),88.9,4968.0
3028,4355-HBJHH,sim,masculino,0,sim,sim,67.0,sim,sim,DSL,sim,nao,sim,nao,sim,sim,dois anos,sim,cheque eletronico,79.7,5293.4
3029,4359-INNWN,nao,feminino,0,nao,nao,17.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,um ano,nao,cartao de credito (automatico),20.05,337.9
3030,4360-PNRQB,nao,masculino,0,nao,nao,18.0,sim,sim,fibra otica,nao,nao,nao,nao,nao,nao,mes a mes,sim,transferencia bancaria (automatica),75.6,1395.05
3031,4360-QRAVE,nao,masculino,1,nao,nao,37.0,nao,sem servico de telefone,DSL,nao,sim,sim,nao,nao,nao,mes a mes,nao,cheque eletronico,36.65,1315.0
3032,4361-BKAXE,sim,feminino,0,nao,nao,41.0,sim,sim,fibra otica,sim,sim,sim,sim,sim,sim,mes a mes,sim,transferencia bancaria (automatica),114.5,4527.45
3033,4361-FEBGN,nao,masculino,0,nao,nao,48.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,cartao de credito (automatico),20.15,982.95
3034,4361-JEIVL,sim,masculino,0,nao,sim,1.0,sim,nao,DSL,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,44.4,44.4
3035,4365-MSDYN,nao,masculino,0,sim,nao,8.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,sim,transferencia bancaria (automatica),19.55,161.15
3036,4366-CTOUZ,nao,feminino,0,nao,nao,50.0,sim,nao,fibra otica,nao,sim,nao,sim,sim,sim,dois anos,sim,cheque pelo correio,100.2,5038.45
3037,4367-NHWMM,nao,feminino,0,nao,nao,1.0,nao,sem servico de telefone,DSL,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque pelo correio,24.9,24.9
3038,4367-NUYAO,nao,masculino,0,sim,sim,24.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,cheque pelo correio,25.75,618.0
3039,4369-HTUIF,sim,masculino,1,nao,nao,6.0,sim,nao,fibra otica,sim,nao,nao,nao,sim,nao,mes a mes,sim,transferencia bancaria (automatica),85.15,503.6
3040,4369-NYSCF,nao,masculino,0,nao,nao,56.0,sim,nao,DSL,nao,sim,nao,sim,sim,sim,um ano,sim,transferencia bancaria (automatica),75.75,4284.65
3041,4373-MAVJG,sim,feminino,0,sim,sim,14.0,sim,sim,fibra otica,nao,sim,nao,nao,nao,sim,mes a mes,sim,transferencia bancaria (automatica),90.9,1259.0
3042,4373-VVHQL,nao,masculino,0,nao,nao,1.0,sim,nao,DSL,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,44.75,44.75
3043,4374-YMUSQ,nao,masculino,0,nao,nao,34.0,sim,sim,fibra otica,sim,sim,sim,sim,sim,sim,um ano,nao,cartao de credito (automatico),116.25,3899.05
3044,4376-KFVRS,nao,masculino,0,sim,sim,72.0,sim,sim,fibra otica,sim,sim,sim,sim,sim,sim,dois anos,sim,cartao de credito (automatico),114.05,8468.2
3045,4377-VDHYI,nao,masculino,0,sim,sim,32.0,sim,nao,fibra otica,sim,sim,nao,nao,nao,sim,um ano,sim,cheque eletronico,90.8,3023.85
3046,4378-BZYFP,nao,masculino,0,nao,nao,17.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,um ano,sim,cheque pelo correio,20.5,365.8
3047,4378-MYPGO,nao,masculino,0,sim,sim,68.0,sim,nao,fibra otica,sim,sim,sim,nao,sim,sim,dois anos,sim,transferencia bancaria (automatica),105.25,7173.15
